873 		 0 		    241191   0.997527
874 		 0 		    241191   0.997527
875 		 0 		    241191   0.997527
876 		 0 		    241191   0.997527
877 		 0 		    241191   0.997527
878 		 1 		    241192   0.997531
879 		 0 		    241192   0.997531
880 		 1 		    241193   0.997535
881 		 0 		    241193   0.997535
882 		 0 		    241193   0.997535
883 		 0 		    241193   0.997535
884 		 1 		    241194   0.997539
885 		 1 		    241195   0.997543
886 		 0 		    241195   0.997543
887 		 1 		    241196   0.997547
888 		 0 		    241196   0.997547
889 		 0 		    241196   0.997547
890 		 0 		    241196   0.997547
891 		 0 		    241196   0.997547
892 		 1 		    241197   0.997552
893 		 0 		    241197   0.997552
894 		 0 		    241197   0.997552
895 		 0 		    241197   0.997552
896 		 2 		    241199   0.99756
897 		 1 		    241200   0.997564
898 		 1 		    241201   0.997568
899 		 1 		    241202   0.997572
900 		 0 		    241202   0.997572
901 		 0 		    241202   0.997572
902 		 1 		    241203   0.997576
903 		 0 		    241203   0.997576
904 		 0 		    241203   0.997576
905 		 0 		    241203   0.997576
906 		 0 		    241203   0.997576
907 		 0 		    241203   0.997576
908 		 0 		    241203   0.997576
909 		 0 		    241203   0.997576
910 		 1 		    241204   0.997581
911 		 0 		    241204   0.997581
912 		 2 		    241206   0.997589
913 		 3 		    241209   0.997601
914 		 1 		    241210   0.997605
915 		 0 		    241210   0.997605
916 		 0 		    241210   0.997605
917 		 1 		    241211   0.997609
918 		 0 		    241211   0.997609
919 		 0 		    241211   0.997609
920 		 0 		    241211   0.997609
921 		 0 		    241211   0.997609
922 		 0 		    241211   0.997609
923 		 1 		    241212   0.997614
924 		 1 		    241213   0.997618
925 		 0 		    241213   0.997618
926 		 0 		    241213   0.997618
927 		 0 		    241213   0.997618
928 		 0 		    241213   0.997618
929 		 0 		    241213   0.997618
930 		 0 		    241213   0.997618
931 		 2 		    241215   0.997626
932 		 1 		    241216   0.99763
933 		 0 		    241216   0.99763
934 		 0 		    241216   0.99763
935 		 0 		    241216   0.99763
936 		 1 		    241217   0.997634
937 		 1 		    241218   0.997638
938 		 1 		    241219   0.997643
939 		 0 		    241219   0.997643
940 		 1 		    241220   0.997647
941 		 2 		    241222   0.997655
942 		 0 		    241222   0.997655
943 		 4 		    241226   0.997672
944 		 0 		    241226   0.997672
945 		 2 		    241228   0.99768
946 		 0 		    241228   0.99768
947 		 0 		    241228   0.99768
948 		 1 		    241229   0.997684
949 		 2 		    241231   0.997692
950 		 1 		    241232   0.997696
951 		 2 		    241234   0.997705
952 		 6 		    241240   0.997729
953 		 0 		    241240   0.997729
954 		 0 		    241240   0.997729
955 		 0 		    241240   0.997729
956 		 2 		    241242   0.997738
957 		 0 		    241242   0.997738
958 		 1 		    241243   0.997742
959 		 0 		    241243   0.997742
960 		 0 		    241243   0.997742
961 		 0 		    241243   0.997742
962 		 0 		    241243   0.997742
963 		 0 		    241243   0.997742
964 		 0 		    241243   0.997742
965 		 0 		    241243   0.997742
966 		 1 		    241244   0.997746
967 		 0 		    241244   0.997746
968 		 1 		    241245   0.99775
969 		 1 		    241246   0.997754
970 		 0 		    241246   0.997754
971 		 0 		    241246   0.997754
972 		 0 		    241246   0.997754
973 		 0 		    241246   0.997754
974 		 2 		    241248   0.997763
975 		 0 		    241248   0.997763
976 		 1 		    241249   0.997767
977 		 1 		    241250   0.997771
978 		 3 		    241253   0.997783
979 		 0 		    241253   0.997783
980 		 0 		    241253   0.997783
981 		 0 		    241253   0.997783
982 		 0 		    241253   0.997783
983 		 0 		    241253   0.997783
984 		 0 		    241253   0.997783
985 		 1 		    241254   0.997787
986 		 1 		    241255   0.997791
987 		 0 		    241255   0.997791
988 		 2 		    241257   0.9978
989 		 1 		    241258   0.997804
990 		 0 		    241258   0.997804
991 		 1 		    241259   0.997808
992 		 0 		    241259   0.997808
993 		 0 		    241259   0.997808
994 		 0 		    241259   0.997808
995 		 0 		    241259   0.997808
996 		 0 		    241259   0.997808
997 		 0 		    241259   0.997808
998 		 0 		    241259   0.997808
999 		 0 		    241259   0.997808
1000 		 530 		    241789   1
